ID,Area,User Story,Expected Behavior (as implemented),Status,Defects,Defect Type,Evidence,Source References,Open Questions / Notes
TL-RPC-01,Revisão,As an operator I save a B/L review with optimistic locking and a canonical gate,"save_bl_review(text,timestamptz,jsonb,jsonb,uuid) -> jsonb (final def 129_review_gate_hardening.sql; SECURITY DEFINER; active user; p_changed_by=auth.uid()): PT409 on stale timestamp; updates fields; recomputes pendencies from real state via compute_bl_review_pendencies (customer linked, contact email, portal active with auth_user_id, BB weight; CE Mercante is NOT a lock); is the only author of review_status; discards client-sent status audit and records effective before/after; syncs reconciliation queue.",Verified,-,-,SQL-contract: reviewGateCanonicalMigration.test.ts; reviewGateHardeningMigration.test.ts; Integration (not run),src/services/review.ts; src/hooks/useBlEditForm.ts; src/components/bl/BlClienteSection.tsx; supabase/migrations/129_review_gate_hardening.sql,-
TL-RPC-02,Taxas Locais,As an operator I calculate local charges for a B/L,"calculate_bl_local_charges(text,uuid,boolean) -> jsonb (098_fix_recalc_clears_billing_hold_reason.sql; guard added by 151_guard_definer_rpcs_active_user.sql): recreates automatic lines from the current table/override, updates charge status and clears billing hold; requires active user.",Verified,-,-,SQL-contract: definerActiveUserGuardMigration.test.ts; Vitest: localCharges.test.ts,src/services/charges/chargeOperationsService.ts; supabase/migrations/098_fix_recalc_clears_billing_hold_reason.sql; supabase/migrations/151_guard_definer_rpcs_active_user.sql,-
TL-RPC-03,Taxas Locais,As an operator I add/update/delete manual charge lines with billing guards,"add_manual_bl_charge, update_manual_bl_charge and delete_manual_bl_charge (108_guard_manual_charges_and_clear_pix_on_reversal.sql; DEFINER; active user): only manual eligible lines are mutable; all audited; any mutation is blocked when the B/L is protected by an active invoice.",Verified,-,-,SQL-contract: guardManualChargesMigration.test.ts,src/services/charges/chargeOperationsService.ts; supabase/migrations/108_guard_manual_charges_and_clear_pix_on_reversal.sql,-
TL-RPC-04,Taxas Locais,As an operator I read charge lines and eligible manual items per B/L,"list_bl_local_charge_lines(text) (016) and list_manual_charge_items_for_bl(text) (019), both SECURITY DEFINER readers; 151 added the is_active_user() guard they lacked; read-only.",Verified,-,-,SQL-contract: definerActiveUserGuardMigration.test.ts,src/services/charges/chargeOperationsService.ts; supabase/migrations/016_local_charges_stage_a.sql; supabase/migrations/019_local_charges_manual_and_status_workflow.sql; supabase/migrations/151_guard_definer_rpcs_active_user.sql,-
TL-RPC-05,Taxas Locais,As an operator I mark charges reviewed,"mark_bl_charges_reviewed(text,uuid) -> jsonb (019; DEFINER; active user): moves calculations/B/L to reviewed and audits; hooks invalidate lines, B/Ls and pendencies.",Verified (static),-,-,Static,src/services/charges/chargeOperationsService.ts; supabase/migrations/019_local_charges_manual_and_status_workflow.sql,Verified by code read — SQL/trigger/cron/edge or live-DB RLS surface with no executable assertion in this environment (static is the strongest method available).
TL-RPC-06,Taxas Locais,As an operator I promote a B/L to ready_for_billing under the canonical gate,"mark_bl_ready_for_billing(text,uuid) -> jsonb (129; DEFINER; active user; anon revoked): revalidates canonical gate, customer, pending/USD lines, positive BRL value and an active charge table; updates calculations/B/L; audits; may trigger auto-issue.",Verified,-,-,SQL-contract: guardInvoiceableReadyStateMigration.test.ts; reviewGateHardeningMigration.test.ts,src/services/charges/chargeOperationsService.ts; supabase/migrations/129_review_gate_hardening.sql,-
TL-RPC-07,Taxas Locais,As an operator I mark ready and create the invoice atomically,"mark_bl_ready_and_create_invoice(text,bigint,date,text,uuid) -> jsonb (102_mark_ready_and_invoice_atomic.sql; INVOKER; active+admin): marks ready and creates invoice+ledger in one transaction; any failure rolls back both.",Verified (static),-,-,Static,src/services/billing.ts; supabase/migrations/102_mark_ready_and_invoice_atomic.sql,Verified by code read — SQL/trigger/cron/edge or live-DB RLS surface with no executable assertion in this environment (static is the strongest method available).
TL-RPC-08,Revisão,As the platform I reapply the review gate to a batch after import,"apply_bl_review_gate_after_import(text[],uuid) -> integer (129; DEFINER; active user): recomputes pendencies only for the batch B/Ls, updates bls/audit_logs/queue; never reopens invoiced historical B/Ls. It has no direct frontend caller by design — the import RPCs invoke it internally (migrations 129, 144, 149, 161).",Verified,-,-,SQL-contract: reviewGateHardeningMigration.test.ts,supabase/migrations/129_review_gate_hardening.sql,-
TL-RPC-09,Revisão,As an operator I manage the customer reconciliation queue,"list_customer_reconciliation_queue(text,int) (025; reader guarded by 151), approve_customer_reconciliation(bigint,bigint,text,uuid) and reject_customer_reconciliation(bigint,text,uuid) (025; DEFINER; active user): approve links/updates B/L and contact; reject records reason; both audit and invalidate queue/operations/billing/B/L caches.",Verified,-,-,Vitest: customerReconciliation.test.ts; customerReconciliation.status.test.ts; SQL-contract: definerActiveUserGuardMigration.test.ts; reconciliationQueueRpcMigration.test.ts,src/services/charges/chargeReconciliationService.ts; supabase/migrations/025_billing_orchestration_portal.sql,-
TL-TRG-01,Revisão,As the platform I only promote calculated B/Ls when the canonical gate allows,"promote_calculated_bl_ready_for_billing() BEFORE INSERT/UPDATE on bls (129): promotes calculated -> ready only when canonical gate, customer, BRL value and currencies allow; EXECUTE revoked from clients.",Verified,-,-,SQL-contract: reviewGateHardeningMigration.test.ts,supabase/migrations/129_review_gate_hardening.sql,-
TL-TRG-02,Revisão,As the platform I block invoicing while review pendencies are open,prevent_pending_review_invoice() BEFORE INSERT/UPDATE OF financial_status on bls (129): blocks financial_status='invoiced' while review or canonical pendencies remain.,Verified,-,-,SQL-contract: reviewGateHardeningMigration.test.ts,supabase/migrations/129_review_gate_hardening.sql,-
TL-TRG-03,Taxas Locais,As the platform I keep container B/Ls consistent for charging,guard_container_bl_without_containers() AFTER I/U on bls (064) creates a synthetic pendency so an empty container B/L cannot stay calculated/ready; ensure_container_bl_charge_status_default() (065) converts NULL charge_status of CNTR B/Ls to not_calculated; populate_charge_calculation_billing_metadata() (025) fills manifest and commercial-rule version on charge_calculations.,Verified (static),-,-,Static,supabase/migrations/064_fix_granite_invoice_cancel_reissue.sql; supabase/migrations/065_fix_null_charge_status_cntr.sql; supabase/migrations/025_billing_orchestration_portal.sql,Verified by code read — SQL/trigger/cron/edge or live-DB RLS surface with no executable assertion in this environment (static is the strongest method available).
TL-ACC-01,Taxas Locais,As the platform I enforce RLS on charge configuration and calculations,"charge_tables, charge_table_items, customer_rate_overrides: all operations admin-only (010+014). charge_calculations: SELECT admin (014), INSERT/UPDATE active (010), DELETE admin. customer_reconciliation_queue guarded via RPCs.",Verified (static),-,-,Static,supabase/migrations/010_rls_by_role.sql; supabase/migrations/014_lock_down_financial_reads_and_audit_writes.sql,Verified by code read — SQL/trigger/cron/edge or live-DB RLS surface with no executable assertion in this environment (static is the strongest method available).
BILL-ROUTE-01,Faturamento,As a finance user I want /taxas-locais to validate B/Ls and manage the invoice lifecycle,"TaxasLocais.tsx (useBilling/useBillingLedger): validation/bottleneck view of B/Ls, individual and consolidated issuance, invoice list; InvoiceDetailModal registers payments, cancels, refunds and prints; all financial writes go through admin-guarded RPCs; caches for invoices/receivables/B/Ls/customers/alerts invalidated.",Verified,-,-,Vitest: TaxasLocais.behavior.test.tsx; TaxasLocais.test.ts; faturamentoInvoiceStatus.test.ts; faturamentoLedgerPayment.test.ts,src/pages/TaxasLocais.tsx; src/services/billing.ts; src/services/billingLedger.ts,-
BILL-RPC-01,Faturamento,As a finance user I create an invoice from B/Ls with ledger linkage,"create_invoice_from_bls_with_ledger(text[],bigint,date,text,boolean,uuid) -> jsonb (100 + secure wrapper 141_secure_billing_core_wrappers.sql; active+admin): validates caller, runs the revoked core and link_invoice_to_ledger; frontend persists PIX payload as fallback. Legacy create_invoice_from_bls remains (020) behind the same wrapper hardening.",Verified,-,-,SQL-contract: billingCoreWrapperPrivilegesMigration.test.ts; Integration (not run),src/services/billing.ts; supabase/migrations/100_create_invoice_from_bls_with_ledger.sql; supabase/migrations/141_secure_billing_core_wrappers.sql,-
BILL-RPC-02,Faturamento,As a finance user I create a consolidated invoice from receivables,"create_local_consolidated_invoice(bigint,bigint[],date,text,uuid) -> jsonb (083_portal_ledger_alignment.sql; DEFINER; active+admin; wrapper -> private core): creates the consolidated invoice, invoice_receivable_links and lifecycle event; rejects receivables already in an open consolidation.",Verified,-,-,Vitest: ConsolidatedInvoiceModal.test.tsx; ConsolidatedInvoiceSelection.test.ts,src/services/billingLedger.ts; supabase/migrations/083_portal_ledger_alignment.sql,-
BILL-RPC-03,Faturamento,As a finance user I batch mark-ready and create an invoice atomically,mark_bls_ready_and_create_invoice (133_mark_bls_ready_and_create_invoice_atomic.sql; active+admin): batch variant that marks B/Ls ready and creates the invoice in one transaction.,Verified,-,-,SQL-contract: markBlsReadyAndCreateInvoiceMigration.test.ts; Vitest: localBatchBillingWorkflow.test.ts,src/services/billing.ts; supabase/migrations/133_mark_bls_ready_and_create_invoice_atomic.sql,-
BILL-RPC-04,Faturamento,As a finance user I run billing post-processing for an import batch,run_billing_for_import_batch (149_remove_billing_from_import_function.sql; active+admin): executes the billing step decoupled from the manifest import function.,Verified,-,-,Vitest: localBatchBillingWorkflow.test.ts,src/services/billing.ts; supabase/migrations/149_remove_billing_from_import_function.sql,-
BILL-RPC-05,Faturamento,As a finance user I read invoice details,"list_invoice_details(bigint) -> jsonb (020; INVOKER; active+admin): reads invoice, B/Ls, items and payments; the client complements consolidated breakdown and backfills PIX best-effort.",Verified,-,-,Vitest: billing.test.ts; Integration (not run),src/services/billing.ts; supabase/migrations/020_billing_hybrid_workflow.sql,-
BILL-RPC-06,Faturamento,As a finance user I read the consolidated invoice item breakdown,get_consolidated_invoice_item_breakdown(bigint) -> table (090_restrict_consolidated_invoice_breakdown.sql; DEFINER; active+admin; PUBLIC revoked): protected read of calculations behind a consolidated invoice; client falls back to aggregate if shape/sum does not reconcile.,Verified,-,-,SQL-contract: consolidatedInvoiceBreakdownMigration.test.ts,src/services/billing.ts; supabase/migrations/090_restrict_consolidated_invoice_breakdown.sql,-
BILL-RPC-07,Faturamento,As a finance user I register payments (document and ledger paths),"register_invoice_payment(bigint,numeric,text,timestamptz,text,uuid) (020; INVOKER; active+admin) inserts payment and updates invoice/B/L status; register_ledger_invoice_payment (8 args; 111_pix_exact_and_manual_overpayment_refunds.sql; DEFINER; active+admin) allocates in the ledger, updates receivables/links/invoice/B/Ls, writes lifecycle events and creates a refund for manual overpayment; PIX-exact rules enforced.",Verified,-,-,SQL-contract: ledgerPartialPaymentsMigration.test.ts; pixExactAndRefundsMigration.test.ts; Integration (not run),src/services/billing.ts; src/services/billingLedger.ts; supabase/migrations/111_pix_exact_and_manual_overpayment_refunds.sql,-
BILL-RPC-08,Faturamento,As a finance admin I cancel an unpaid invoice,"cancel_invoice(bigint,text,uuid) -> jsonb (064 + wrapper 142_secure_cancel_invoice_wrapper.sql; DEFINER; active+admin): cancels an invoice without payments, updates batch and B/L/Granito financial state and audits; also used by the vehicle flow to release an exempt B/L.",Verified,-,-,Vitest: billingCancelInvoice.test.ts; SQL-contract: billingCancelPrivilegesMigration.test.ts; Integration (not run),src/services/billing.ts; src/services/vehicleImport.ts; supabase/migrations/142_secure_cancel_invoice_wrapper.sql,-
BILL-RPC-09,Faturamento,As a finance admin I add/delete manual invoice items,"add_manual_invoice_charge(bigint,text,numeric,numeric,text,uuid) and delete_manual_invoice_charge(bigint,uuid) (108; INVOKER; active+admin): mutate manual items of an open invoice, recalculate totals, clear/regenerate PIX payload per state and audit.",Verified,-,-,SQL-contract: guardManualChargesMigration.test.ts,src/services/billing.ts; supabase/migrations/108_guard_manual_charges_and_clear_pix_on_reversal.sql,-
BILL-RPC-10,Faturamento / Ledger,As a finance user I consult and settle ledger artifacts,"list_consolidatable_receivables (066), list_invoice_refunds (112; STABLE INVOKER), settle_invoice_refund (112; DEFINER; active+admin; pending->settled with audit), backfill_invoice_receivable_links (066/067), link_invoice_to_ledger and sync_local_charge_receivable (ledger maintenance called by billing flows).",Verified,-,-,SQL-contract: settleInvoiceRefundsMigration.test.ts; ledgerBackfillExceptionReportMigration.test.ts; Integration (not run),src/services/billingLedger.ts; supabase/migrations/066_local_billing_ledger_phase1.sql; supabase/migrations/067_local_billing_ledger_phase2.sql; supabase/migrations/112_settle_invoice_refunds.sql,-
BILL-RPC-11,Alertas / Faturamento,As the platform I detect overdue local invoices and raise alerts,detect_overdue_invoices() -> integer (024; DEFINER; guard added by 151): marks overdue local invoices and creates non-duplicate alerts; callable from alerts.ts.,Verified,-,-,SQL-contract: definerActiveUserGuardMigration.test.ts,src/services/alerts.ts; supabase/migrations/024_detect_overdue_invoices.sql; supabase/migrations/151_guard_definer_rpcs_active_user.sql,-
BILL-TRG-01,Faturamento,As the platform I number invoices and guard duplicates/overdue at insert,assign_invoice_number() BEFORE INSERT on invoices (003) fills the annual sequential number; fn_block_invoice_overdue_customer() (031) blocks a new invoice when the customer has an overdue local invoice; prevent_duplicate_active_invoice_bl_link() (064) rejects a second active/paid link for the same B/L.,Verified (static),-,-,Static,supabase/migrations/003_functions.sql; supabase/migrations/031_overdue_enforcement.sql; supabase/migrations/064_fix_granite_invoice_cancel_reissue.sql,Verified by code read — SQL/trigger/cron/edge or live-DB RLS surface with no executable assertion in this environment (static is the strongest method available).
BILL-TRG-02,Faturamento,As the platform I mark overdue invoices daily via pg_cron,pg_cron job mark-overdue-invoices (06:00 UTC; 031) runs mark_overdue_invoices() over local invoices; demurrage was removed from overdue enforcement by 157_demurrage_drop_overdue.sql (demurrage has no due_date/overdue).,Verified (static),-,-,Static,supabase/migrations/031_overdue_enforcement.sql; supabase/migrations/157_demurrage_drop_overdue.sql,Cron runtime not verifiable from repo.
BILL-TRG-03,Ledger,As the platform I auto-issue an individual invoice when a B/L becomes ready,emit_invoice_on_bl_ready() AFTER I/U OF charge_status on bls (070_ledger_individual_invoice_rpc.sql): syncs the receivable and attempts a best-effort individual invoice; failure becomes audit_logs.auto_invoice_failed without aborting the transition.,Verified,-,-,SQL-contract: ledgerIndividualRpcMigration.test.ts,supabase/migrations/070_ledger_individual_invoice_rpc.sql,-
BILL-TRG-04,Ledger,As the platform I keep consolidated links and reissue chains coherent,mark_obsolete_consolidated_links() AFTER UPDATE OF status on invoices (073) obsoletes all active links; mark_replaced_obsolete_consolidated_invoice() AFTER INSERT of an active link (076) chains the obsolete invoice to its replacement; ledger settlement guards (ledgerSettlementGuardsMigration) protect settlement invariants.,Verified,-,-,SQL-contract: ledgerObsoleteConsolidatedLinksMigration.test.ts; ledgerConsolidatedReissueMigration.test.ts; ledgerSettlementGuardsMigration.test.ts,supabase/migrations/073_ledger_obsolete_consolidated_links.sql; supabase/migrations/076_ledger_consolidated_reissue_links.sql,-
BILL-TRG-05,Faturamento / PIX,As the platform I maintain PIX payloads and TXID uniqueness,populate_local_invoice_pix_payload() BEFORE I/U on invoices (074) generates the PIX payload for local individual/consolidated invoices; keep_single_pix_txid_settlement_row() BEFORE INSERT on ledger_settlements (075) stores the TXID only on the first row of a consolidated payment.,Verified,-,-,SQL-contract: ledgerPixPayloadMigration.test.ts; ledgerPixSettlementTxidMigration.test.ts,supabase/migrations/074_ledger_invoice_pix_payload.sql; supabase/migrations/075_ledger_pix_txid_single_settlement_row.sql,-
BILL-ACT-01,Faturamento,As a finance user I print an invoice document with PIX QR,Invoice documents are print-ready React components sharing InvoiceDocumentKit.tsx (header/title/client/footer); print rules live in src/index.css and the file is produced by window.print(); PIX payload rendered as QR via qrcode.react and src/lib/pix.ts.,Verified,-,-,Vitest: InvoiceDocument.behavior.test.tsx; InvoiceDetailPrint.test.tsx; pix.test.ts,src/components/shared/InvoiceDocumentKit.tsx; src/lib/pix.ts,-
BILL-ACC-01,Faturamento / Ledger,As the platform I keep financial tables admin-only,"invoices, payments, invoice_bls, billing_batches (SELECT active per 041), bl_receivables and invoice_receivable_links: financial families are admin-only for writes (and mostly for reads) per 010+014+020 and the ledger migrations; operational surfaces read through RPCs.",Verified (static),-,-,Static,supabase/migrations/014_lock_down_financial_reads_and_audit_writes.sql; supabase/migrations/020_billing_hybrid_workflow.sql; supabase/migrations/041_rls_missing_tables.sql,Verified by code read — SQL/trigger/cron/edge or live-DB RLS surface with no executable assertion in this environment (static is the strongest method available).
DEM-ROUTE-01,Demurrage,As an operator I want /demurrage to track containers and manage demurrage invoices,"Demurrage.tsx tracks container discharge/return per B/L, lists demurrage invoices with tabs, shows a PTAX staleness banner and an 'Informar PTAX' modal that calls recalculate_demurrage_invoices_manual; voyage filter uses VoyageCombobox (clearable); KPIs from demurrageKpis.ts.",Verified,-,-,Vitest: demurrageInvoiceTabs.test.ts; demurrageKpis.test.ts; demurrageService.test.ts,src/pages/Demurrage.tsx; src/services/demurrage/,-
DEM-ROUTE-02,Demurrage,As an admin I want /demurrage/taxas to manage demurrage rates,"DemurrageRates.tsx CRUDs demurrage_rates via demurrageRates.ts (delete behind confirm dialog); rates configurable per container type with temporal validity; active flag = immediate deactivation, valid_to = scheduled expiry; RLS: SELECT active, mutations admin.",Verified,-,-,Vitest: DemurrageRates.behavior.test.tsx; demurrageRateUpsertPayload.test.ts,src/pages/DemurrageRates.tsx; src/services/demurrage/demurrageRates.ts; supabase/migrations/048_demurrage_rates_table.sql,-
DEM-ROUTE-03,Demurrage,As a user I want legacy /demurrage/invoices to redirect to /demurrage,src/App.tsx renders Navigate to /demurrage with replace.,Verified (static),-,-,Static,src/App.tsx,Verified by code read — SQL/trigger/cron/edge or live-DB RLS surface with no executable assertion in this environment (static is the strongest method available).
DEM-ACT-01,Demurrage,"As an operator I want demurrage calculated from dates, free time and P1/P2 rates","calculateDemurrage: days between discharge and return minus free time; free time override affects only the start of billing (P1 begins at override+1) while P1/P2 band boundaries stay fixed by the rate group; return-before-discharge rejected in calculation, UI/import and DB constraint; USD discounts applied before conversion; markup 1.065 is a single canonical constant; rate precedence: B/L override > active valid db rate (no static fallback).",Verified,-,-,Vitest: calculateDemurrage.test.ts; applyDemurrageUsdDiscount.test.ts; fetchROE.test.ts,src/services/demurrage/; src/lib/,-
DEM-RPC-01,Demurrage,As an operator I issue a demurrage invoice only when all containers returned,"create_demurrage_invoice_with_items (132_create_demurrage_invoice_atomic.sql; issuance semantics per 156_demurrage_create_invoice_issued.sql): creates invoice + frozen USD line items atomically (free days, P1/P2 days and rates per item); only issuable when every container of the B/L has returned; USD locked at issuance; the initial recalculation snapshot is written to demurrage_invoice_history at issuance.",Verified,-,-,Vitest: createDemurrageInvoiceAtomic.test.ts; SQL-contract: createDemurrageInvoiceMigration.test.ts,src/services/demurrage/demurrageInvoices.ts; supabase/migrations/132_create_demurrage_invoice_atomic.sql; supabase/migrations/156_demurrage_create_invoice_issued.sql,-
DEM-RPC-02,Demurrage,As the platform I recalculate unpaid demurrage invoices when a new PTAX arrives,"recalculate_demurrage_invoices(p_ptax,p_quote_date,p_source) (155_demurrage_recalculate_rpcs.sql; SECURITY DEFINER; no auth.uid() check; executable only by service_role): applies markup 1.065 in the DB, updates current_roe/current_total_brl of unpaid invoices and appends an immutable demurrage_invoice_history row only when the PTAX actually changes (event_date = quote date).",Verified,-,-,SQL-contract: demurrageRecalcAndPixWindowMigration.test.ts,supabase/migrations/155_demurrage_recalculate_rpcs.sql; supabase/migrations/154_demurrage_rename_frozen_to_current.sql,-
DEM-RPC-03,Demurrage,As an operator I inform a PTAX manually when the scheduled job cannot,"recalculate_demurrage_invoices_manual (155; authenticated wrapper requiring is_active_user()): same recalculation core, driven by the 'Informar PTAX' modal on /demurrage.",Verified,-,-,SQL-contract: demurrageRecalcAndPixWindowMigration.test.ts,src/services/demurrage/; supabase/migrations/155_demurrage_recalculate_rpcs.sql,-
DEM-RPC-04,Demurrage,As the platform I expose the two most recent recalculation values for payment validation,"get_demurrage_recent_values(p_invoice_id bigint, p_date date) (158_demurrage_pix_window_conciliation.sql; anon revoked; authenticated granted): returns the two most recent demurrage_invoice_history entries with event_date <= payment date, implementing the ADR 0015 two-PTAX window.",Verified,-,-,SQL-contract: demurrageRecalcAndPixWindowMigration.test.ts,supabase/migrations/158_demurrage_pix_window_conciliation.sql,-
DEM-RPC-05,Demurrage,As an operator I save per-B/L demurrage config atomically,save_bl_demurrage_config (147_save_bl_demurrage_config_atomic.sql; active user): saves free-time override and related config for a B/L in one call with audit; called from BlDemurrageSection.,Verified,-,-,Vitest: blDemurrageConfigAtomic.test.ts,src/components/bl/BlDemurrageSection.tsx; supabase/migrations/147_save_bl_demurrage_config_atomic.sql,-
DEM-EDGE-01,Demurrage,As the platform I fetch the daily PTAX and trigger the recalculation,"Edge Function recalc-demurrage-ptax: requires Authorization bearer exactly equal to SUPABASE_SERVICE_ROLE_KEY (timing-safe compare); queries BCB CotacaoDolarPeriodo for the last ~10 days, top 1 by dataHoraCotacao desc (never 'today only', so weekends/holidays return the latest quote); passes raw cotacaoVenda to recalculate_demurrage_invoices (markup applied in DB); aborts with error only on HTTP/network failure or empty period; designed to be scheduled weekdays ~14h BRT.",Verified (static),-,-,Static,supabase/functions/recalc-demurrage-ptax/index.ts,"Cron schedule itself lives in Supabase config, not in the repo — deployment/schedule not verifiable here."
DEM-TRG-01,Demurrage,As the platform I default container discharge dates and propagate ATA,set_container_discharge_date() BEFORE INSERT on bl_containers without discharge copies voyages.ata (028); 138_audit_container_dates_and_propagate_ata.sql audits date changes and propagates voyage ATA updates to containers.,Verified,-,-,SQL-contract: containerDateAuditMigration.test.ts,supabase/migrations/028_demurrage_module.sql; supabase/migrations/138_audit_container_dates_and_propagate_ata.sql,-
DEM-ACC-01,Demurrage,As the platform I enforce RLS on demurrage tables including the recalculation history,"demurrage_rates: SELECT active, mutations admin. demurrage_invoices/demurrage_invoice_items (050 final): active read/insert/update, admin delete. demurrage_invoice_history (160_demurrage_invoice_history_rls_active.sql): SELECT restricted to is_active_user() — fixing the permissive USING(true) SELECT that 153 had created — and writes only via SECURITY DEFINER RPCs.",Verified,-,-,SQL-contract: demurrageInvoiceHistoryRlsMigration.test.ts,supabase/migrations/153_demurrage_invoice_history.sql; supabase/migrations/160_demurrage_invoice_history_rls_active.sql,-
PIX-ROUTE-01,Conciliação PIX,As a finance user I want /reconciliacao to import the bank statement and confirm PIX matches,Reconciliacao.tsx: dropzone upload of the bank spreadsheet; parsing extracts transactions and normalizes TXIDs; matching separates safe matches from ambiguities; the operator confirms the batch; history table with pagination/export; reversal entry points.,Verified,-,-,Vitest: Reconciliacao.behavior.test.tsx; reconciliacao.test.ts; reconciliationHistoryPagination.test.ts; reconciliationInvoiceType.test.ts,src/pages/Reconciliacao.tsx; src/services/reconciliacao.ts,-
PIX-ACT-01,Conciliação PIX,As the platform I match demurrage payments by txid with the two-PTAX window,"Per ADR 0015 (158_demurrage_pix_window_conciliation.sql): identification is by txid = doc_number (normalized) only — there is no CNPJ fallback (matchType is 'txid' | 'unmatched' in reconciliacao.ts, and 158 has no CNPJ path); the paid value is validated against the two most recent demurrage_invoice_history entries with event_date <= payment date (R$0.01 tolerance), and the frontend additionally accepts the invoice's current total_brl; only full settlement (no partial demurrage payments); unmatched txids stay unmatched and value mismatches become ambiguous/manual; the matched value is frozen with source='payment' and paid_at set, ending recalculation for that invoice.",Verified,-,-,SQL-contract: demurrageRecalcAndPixWindowMigration.test.ts,supabase/migrations/158_demurrage_pix_window_conciliation.sql; src/services/reconciliacao.ts,-
PIX-RPC-01,Conciliação PIX,As a finance user I confirm local and demurrage PIX matches in one transaction,"confirm_unified_pix_matches(jsonb) -> jsonb (103; demurrage leg rewritten by 158): local invoices reconciled by TXID/value through the guarded ledger RPC; demurrage through confirm_demurrage_pix_matches with the two-PTAX window; a single transaction — any error aborts the whole batch; caller invalidates invoices, demurrage, B/Ls, customers and history.",Verified,-,-,Vitest: reconciliacao.test.ts,src/services/reconciliacao.ts; supabase/migrations/103_confirm_unified_pix_matches.sql; supabase/migrations/158_demurrage_pix_window_conciliation.sql,-
PIX-RPC-02,Conciliação PIX,As a finance admin I reconcile a single payment strictly by TXID,"reconcile_invoice_payment_by_txid(text,numeric,timestamptz) -> jsonb (067; DEFINER; active+admin): strict TXID match; records payment/settlement and updates invoice/receivables.",Verified (static),-,-,Integration (not run): supabase.integration.test.ts,src/services/billingLedger.ts; supabase/migrations/067_local_billing_ledger_phase2.sql,Verified by code read; the opt-in integration suite covers it but was not executed in this environment.
PIX-RPC-03,Conciliação PIX,As a finance admin I reverse a local invoice payment with justification,"reverse_invoice_payment(bigint,text,uuid) -> jsonb (final def 118_fix_bls_financial_status_on_reversal.sql; DEFINER; active+admin; mandatory justification): reverses settlement/payment, reopens receivables/links, fixes invoice status and bls.financial_status, clears PIX effects (108) and audits.",Verified,-,-,SQL-contract: reversalJustificationMigration.test.ts; reversalBlsFinancialStatusMigration.test.ts,src/services/reconciliacao.ts; supabase/migrations/118_fix_bls_financial_status_on_reversal.sql,-
PIX-RPC-04,Conciliação PIX,As a finance admin I reverse a demurrage payment with justification,"reverse_demurrage_payment(bigint,text,uuid) -> jsonb (113 + 131_clear_demurrage_extract_flag_on_reversal.sql; DEFINER; active+admin; mandatory justification): removes the demurrage settlement, reverts invoice status, clears the extract-matched flag and audits.",Verified,-,-,Vitest: DemurragePaymentReversalModal.test.tsx; SQL-contract: reversalJustificationMigration.test.ts,src/services/reconciliacao.ts; supabase/migrations/113_require_justification_on_payment_reversal.sql; supabase/migrations/131_clear_demurrage_extract_flag_on_reversal.sql,-
PIX-ROUTE-02,Conciliação PIX,As a user I want legacy /demurrage/reconciliacao to redirect to /reconciliacao,src/App.tsx renders Navigate to /reconciliacao with replace.,Verified (static),-,-,Static,src/App.tsx,Verified by code read — SQL/trigger/cron/edge or live-DB RLS surface with no executable assertion in this environment (static is the strongest method available).
PORT-ACC-01,Portal,"As a customer I want to log in with CNPJ, CPF or email","PortalLogin.tsx + usePortalAuth.signIn: a document identifier is resolved to the technical email via portal_resolve_login(text); authentication is supabasePortal.auth.signInWithPassword; P0429 keeps a specific rate-limit message, all other failures become a generic credentials error; success hydrates the overview and unlocks PortalProtectedRoute redirecting to /portal.",Verified,-,-,Vitest: usePortalAuth.test.tsx; usePortalAuthHydrate.behavior.test.tsx,src/pages/PortalLogin.tsx; src/hooks/usePortalAuth.tsx; src/services/supabaseAuth.ts,-
PORT-RPC-01,Portal,As the platform I resolve login identifiers pre-auth without enumeration,"portal_resolve_login(text) -> text (122_harden_portal_resolve_login.sql; DEFINER; the only anon pre-auth exception per ADR 0013): logs the attempt by identifier hash, applies an attempt window and returns a generic error; resolves document -> technical email; creates no session.",Verified,-,-,SQL-contract: portalResolveLoginHardeningMigration.test.ts,src/services/portalBilling.ts; supabase/migrations/122_harden_portal_resolve_login.sql,-
PORT-ACC-02,Portal,As a customer I want password recovery without account enumeration,PortalForgotPassword.tsx resolves documents via portal_resolve_login (emails used directly) and calls supabasePortal.auth.resetPasswordForEmail; success and non-rate-limited failures render the same non-enumerating message.,Verified,-,-,Vitest: PortalRecovery.behavior.test.tsx,src/pages/PortalForgotPassword.tsx,-
PORT-ACC-03,Portal,As a customer I want to set a new password from the recovery link,"PortalResetPassword.tsx reads access_token/refresh_token/type=recovery from the URL hash, establishes the session via setSession, strips tokens from the URL and allows updateUser({password}) after validating min 8 chars + confirmation.",Verified,-,-,Vitest: PortalRecovery.behavior.test.tsx,src/pages/PortalResetPassword.tsx,-
PORT-ROUTE-01,Portal,As a customer I want /portal to show my KPIs and the vessel schedule,PortalDashboard.tsx loads portal_get_session_overview_v2() (115; DEFINER; requires auth.uid() + active linked account; updates last_login_at) and the ShipScheduleWidget reading vessel_schedules with Realtime invalidation.,Verified,-,-,Vitest: PortalDashboard.test.tsx; ShipScheduleWidget.test.tsx,src/pages/PortalDashboard.tsx; src/hooks/usePortalAuth.tsx; supabase/migrations/115_portal_fase1_login_cnpj.sql,-
